2019,2018,2017,2016,2015
,,User: 7.0,User: 6.3,User: tbd
,,1-Dec-17,22-Jan-16,24-Jul-15
,,Teenage Emotions,True Sadness,Aureate Gloom
,,63,68,67
,,Lil Yachty,The Avett Brothers,Of Montreal
,,User: 3.9,User: 5.5,User: 7.8
,,26-May-17,24-Jun-16,3-Mar-15
,,Stranger,iii,Seth Avett and Jessica Lea Mayfield Sing Elliott Smith
,,63,68,67
,,Yung Lean,Miike Snow,Seth Avett
,,User: 7.8,User: 7.1,User: tbd
,,10-Nov-17,4-Mar-16,17-Mar-15
,,TLC,Coolaid,Hexadic
,,63,68,67
,,TLC,Snoop Dogg,Six Organs of Admittance
,,User: 6.2,User: 6.8,User: tbd
,,30-Jun-17,15-Jul-16,17-Feb-15
,,Gemini,Innocence Reaches,Kintsugi
,,63,68,67
,,Macklemore,Of Montreal,Death Cab for Cutie
,,User: 6.3,User: 7.1,User: 7.3
,,22-Sep-17,12-Aug-16,31-Mar-15
,,"Times Infinity, Vol. 2",Starboy,Bones
,,62,67,66
,,The Dears,The Weeknd,Son Lux
,,User: tbd,User: 7.9,User: 7.2
,,14-Jul-17,25-Nov-16,23-Jun-15
,,Divide,Lost Themes II,Ivywild
,,62,67,66
,,Ed Sheeran,John Carpenter,Night Beds
,,User: 4.5,User: 4.8,User: 7.4
,,3-Mar-17,15-Apr-16,7-Aug-15
,,Beautiful Trauma,Hold/Still,I Thought the Future Would Be Cooler
,,62,67,66
,,P!nk,Suuns,YACHT
,,User: 7.5,User: 7.7,User: tbd
,,13-Oct-17,15-Apr-16,16-Oct-15
,,Haiku from Zero,Abbar El Hamada,Right On!
,,62,67,66
,,Cut Copy,Aziza Brahim,Jenny Lee
,,User: 6.7,User: tbd,User: 7.7
,,22-Sep-17,4-Mar-16,11-Dec-15
,,Trials & Truths,The Serenity of Suffering,Heartache City
,,62,67,66
,,Horse Thief,Korn,CocoRosie
,,User: tbd,User: 8.2,User: 5.5
,,27-Jan-17,21-Oct-16,16-Oct-15
,,Desire,Joanne,Venus
,,61,67,66
,,Hurts,Lady Gaga,Joy Williams
,,User: 6.5,User: 8.0,User: 6.3
,,29-Sep-17,21-Oct-16,29-Jun-15
,,Rainbow Edition,Made in the Manor,In Dream
,,61,67,66
,,Hype Williams,Kano,Editors
,,User: tbd,User: 8.3,User: 7.2
,,25-Aug-17,4-Mar-16,2-Oct-15
,,Grateful,Eyeland,Jackrabbit
,,61,67,66
,,DJ Khaled,The Low Anthem,San Fermin
,,User: 3.7,User: tbd,User: 5.4
,,23-Jun-17,17-Jun-16,21-Apr-15
,,Black Laden Crown,Cleopatra,So There
,,61,67,66
,,Danzig,The Lumineers,Ben Folds
,,User: 3.2,User: 7.0,User: 5.8
,,26-May-17,8-Apr-16,11-Sep-15
,,He's Got the Whole This Land Is Your Land in His Hands,All I Need,Bad Love
,,60,67,66
,,Joan of Arc,Foxes,Summer Camp
,,User: 5.3,User: 8.4,User: tbd
,,20-Jan-17,5-Feb-16,26-May-15
,,I Can Spin a Rainbow,Pure & Simple,The L-Shaped Man
,,60,67,65
,,Amanda Palmer,Dolly Parton,Ceremony
,,User: 6.4,User: 6.9,User: 6.1
,,5-May-17,19-Aug-16,19-May-15
,,Low in High School,Friends,Morning World
,,59,67,65
,,Morrissey,White Lies,Teen Daze
,,User: 5.1,User: 7.9,User: tbd
,,17-Nov-17,7-Oct-16,14-Aug-15
,,Red Pill Blues,A Youthful Dream,Boys
,,58,67,65
,,Maroon 5,Yung,Crocodiles
,,User: 4.6,User: tbd,User: tbd
,,3-Nov-17,10-Jun-16,12-May-15
,,Now,This Is Acting,Made in the A.M.
,,58,67,65
,,Shania Twain,Sia,One Direction
,,User: 6.4,User: 7.7,User: 6.5
,,29-Sep-17,29-Jan-16,13-Nov-15
,,Younger Now,Hamburg Demonstrations,All We Need
,,58,67,65
,,Miley Cyrus,Peter Doherty,Raury
,,User: 7.0,User: 8.3,User: 7.7
,,29-Sep-17,2-Dec-16,16-Oct-15
,,Sacred Hearts Club,Sweatbox Dynasty,Duets: Re-Working the Catalogue
,,56,67,65
,,Foster the People,Tobacco,Van Morrison
,,User: 7.9,User: 7.0,User: tbd
,,21-Jul-17,19-Aug-16,23-Mar-15
,,Drogas Light,57th & 9th,Better Nature
,,56,67,65
,,Lupe Fiasco,Sting,Silversun Pickups
,,User: 6.5,User: 6.4,User: 8.2
,,10-Feb-17,11-Nov-16,25-Sep-15
,,Give More Love,Major Key,Pagans in Vegas
,,55,67,65
,,Ringo Starr,DJ Khaled,Metric
,,User: 5.5,User: 7.0,User: 6.6
,,15-Sep-17,29-Jul-16,18-Sep-15
,,Prophets of Rage,Mass Gothic,A Forest of Arms
,,54,67,65
,,Prophets of Rage,Mass Gothic,Great Lake Swimmers
,,User: 5.0,User: tbd,User: tbd
,,15-Sep-17,5-Feb-16,21-Apr-15
,,Witness,Amnesty (I),Fifty Shades of Grey [Original Motion Picture Soundtrack]
,,52,67,65
,,Katy Perry,Crystal Castles,Various Artists
,,User: 7.0,User: 7.3,User: 7.8
,,9-Jun-17,19-Aug-16,10-Feb-15
,,Revival,Gameshow,Transfixiation
,,50,67,65
,,Eminem,Two Door Cinema Club,A Place to Bury Strangers
,,User: 6.3,User: 7.0,User: 6.7
,,15-Dec-17,14-Oct-16,17-Feb-15
,,The King & I,The Mountain Will Fall,Before This World
,,48,66,65
,,Faith Evans and the Notorious B.I.G.,DJ Shadow,James Taylor
,,User: 6.7,User: 7.1,User: tbd
,,19-May-17,24-Jun-16,16-Jun-15
,,Evolve,Two Vines,Success
,,47,66,65
,,Imagine Dragons,Empire of the Sun,KEN mode
,,User: 6.9,User: 7.9,User: tbd
,,23-Jun-17,28-Oct-16,16-Jun-15
,,One More Light,Music For Listening To Music To,The Fool
,,46,66,65
,,Linkin Park,La Sera,Ryn Weaver
,,User: 5.2,User: tbd,User: 6.7
,,19-May-17,4-Mar-16,16-Jun-15
,,8,Callus,"No, No, No"
,,45,66,64
,,Incubus,Gonjasufi,Beirut
,,User: 6.7,User: tbd,User: 6.8
,,21-Apr-17,19-Aug-16,11-Sep-15
,,Memories: Do Not Open,Youth Authority,Love Story
,,43,66,64
,,The Chainsmokers,Good Charlotte,Yelawolf
,,User: 2.0,User: 6.4,User: 7.0
,,7-Apr-17,15-Jul-16,21-Apr-15
,,,Collegrove,Danger in the Club
,,,66,64
,,,2 Chainz,Palma Violets
,,,User: 7.4,User: 6.7
,,,4-Mar-16,4-May-15
,,,Junk,Paper Gods
,,,66,64
,,,M83,Duran Duran
,,,User: 7.9,User: 7.2
,,,8-Apr-16,11-Sep-15
,,,Please Be Honest,Working Girl
,,,66,64
,,,Guided by Voices,Little Boots
,,,User: 4.5,User: 8.3
,,,22-Apr-16,10-Jul-15
,,,PersonA,Complete Strangers
,,,66,64
,,,Edward Sharpe & the Magnetic Zeros,Vetiver
,,,User: 7.6,User: 7.3
,,,15-Apr-16,24-Mar-15
,,,Breakin' Point,All Around Us
,,,66,64
,,,Peter Bjorn and John,Briana Marela
,,,User: 6.8,User: tbd
,,,10-Jun-16,21-Aug-15
,,,Fixion,True Romance
,,,66,64
,,,Trentemøller,Estelle
,,,User: tbd,User: 6.4
,,,16-Sep-16,17-Feb-15
,,,The Getaway,Kubrick
,,,66,64
,,,Red Hot Chili Peppers,Soulsavers
,,,User: 7.9,User: tbd
,,,17-Jun-16,4-Dec-15
,,,Earth,Rodeo
,,,65,64
,,,Neil Young,Travis Scott
,,,User: 8.2,User: 8.5
,,,24-Jun-16,4-Sep-15
,,,Santana IV,Purpose
,,,65,63
,,,Santana,Justin Bieber
,,,User: 7.2,User: 6.2
,,,15-Apr-16,13-Nov-15
,,,Chaosmosis,Last of Our Kind
,,,65,63
,,,Primal Scream,The Darkness
,,,User: 7.3,User: 7.7
,,,18-Mar-16,2-Jun-15
,,,Where Have You Been All My Life?,Dark Black Makeup
,,,65,63
,,,Villagers,Radkey
,,,User: 6.7,User: 7.4
,,,8-Jan-16,21-Aug-15
,,,Let It Be You,Keep the Village Alive
,,,65,63
,,,Joan as Police Woman,Stereophonics
,,,User: tbd,User: 7.9
,,,21-Oct-16,11-Sep-15
,,,This Is Gap Dream,Fated
,,,65,63
,,,Gap Dream,Nosaj Thing
,,,User: tbd,User: 4.9
,,,22-Jul-16,4-May-15
,,,Oh Inhuman Spectacle,Fly International Luxurious Art
,,,65,63
,,,Methyl Ethel,Raekwon
,,,User: tbd,User: 6.8
,,,20-May-16,28-Apr-15
,,,Hope,Piece by Piece
,,,65,63
,,,The Strumbellas,Kelly Clarkson
,,,User: 5.6,User: 5.4
,,,22-Apr-16,3-Mar-15
,,,"Anyway You Love, We Know How You Feel",Highlights
,,,65,63
,,,The Chris Robinson Brotherhood,Tanlines
,,,User: tbd,User: 5.2
,,,29-Jul-16,19-May-15
,,,Summer of '13,Heirs
,,,65,63
,,,Malcolm Middleton,And So I Watch You from Afar
,,,User: tbd,User: 8.1
,,,27-May-16,5-May-15
,,,AIM,Ludaversal
,,,65,63
,,,M.I.A.,Ludacris
,,,User: 8.1,User: 6.8
,,,9-Sep-16,31-Mar-15
,,,Phase,HITnRUN: Phase Two
,,,64,63
,,,Jack Garratt,Prince
,,,User: 7.4,User: 6.4
,,,19-Feb-16,12-Dec-15
,,,Honeymoon on Mars,Beneath the Skin
,,,64,63
,,,The Pop Group,Of Monsters and Men
,,,User: 5.6,User: 7.8
,,,28-Oct-16,9-Jun-15
,,,Birds In The Trap Sing McKnight,The Ark Work
,,,64,63
,,,Travis Scott,Liturgy
,,,User: 7.7,User: 7.7
,,,2-Sep-16,24-Mar-15
,,,Original Machines,Runddans
,,,64,63
,,,Conrad Keely,Todd Rundgren
,,,User: tbd,User: tbd
,,,22-Jan-16,4-May-15
,,,Light We Made,Drones
,,,64,63
,,,Balance & Composure,Muse
,,,User: 8.2,User: 7.2
,,,7-Oct-16,9-Jun-15
,,,Dead Blue,Living Fields
,,,64,62
,,,Still Corners,Portico
,,,User: tbd,User: tbd
,,,16-Sep-16,7-Apr-15
,,,English Heart,Work It Out
,,,64,62
,,,Ronnie Spector,Lucy Rose
,,,User: tbd,User: 8.6
,,,8-Apr-16,6-Jul-15
,,,Three,The Making Of
,,,64,62
,,,Phantogram,The Bohicas
,,,User: 7.6,User: tbd
,,,7-Oct-16,21-Aug-15
,,,Hot Hot Heat,"Eyes Wide, Tongue Tied"
,,,64,62
,,,Hot Hot Heat,The Fratellis
,,,User: 7.8,User: 8.5
,,,24-Jun-16,21-Aug-15
,,,Head Carrier,Eclipse
,,,64,62
,,,Pixies,Twin Shadow
,,,User: 7.2,User: 6.2
,,,30-Sep-16,17-Mar-15
,,,Distortland,How Does It Feel
,,,64,62
,,,The Dandy Warhols,MS MR
,,,User: tbd,User: 7.1
,,,8-Apr-16,17-Jul-15
,,,Honey,Water for Your Soul
,,,63,62
,,,Katy B,Joss Stone
,,,User: 7.6,User: 6.4
,,,22-Apr-16,31-Jul-15
,,,California,1000 Palms
,,,63,62
,,,Blink-182,Surfer Blood
,,,User: 7.6,User: 6.6
,,,1-Jul-16,12-May-15
,,,Detour,Sing Into My Mouth
,,,63,61
,,,Cyndi Lauper,Iron And Wine & Ben Bridwell
,,,User: 6.3,User: 6.8
,,,6-May-16,17-Jul-15
,,,Everybody's Dying To Meet You,Black Market
,,,63,61
,,,Flowers,Rick Ross
,,,User: tbd,User: 6.6
,,,12-Feb-16,4-Dec-15
,,,Songs for Our Mothers,Little Victories
,,,63,61
,,,Fat White Family,The Strypes
,,,User: tbd,User: 8.0
,,,22-Jan-16,24-Jul-15
,,,Say Yes!: A Tribute to Elliott Smith,Chapter & Verse
,,,63,61
,,,Various Artists,Funeral For A Friend
,,,User: tbd,User: 5.3
,,,14-Oct-16,19-Jan-15
,,,Born of the Sun,Soft Control
,,,63,61
,,,Faun Fables,Laura Welsh
,,,User: tbd,User: 6.9
,,,22-Jul-16,10-Mar-15
,,,W:/2016ALBUM/,Grand Romantic
,,,63,61
,,,Deadmau5,Nate Ruess
,,,User: 6.7,User: 5.2
,,,2-Dec-16,16-Jun-15
,,,Walls,Still Got That Hunger
,,,62,61
,,,Kings of Leon,The Zombies
,,,User: 6.6,User: tbd
,,,14-Oct-16,9-Oct-15
,,,Dead,Remember My Name
,,,62,61
,,,Spectres,Lil Durk
,,,User: tbd,User: 7.7
,,,15-Apr-16,2-Jun-15
,,,Quiero Creedence,Wasted on the Dream
,,,62,61
,,,Various Artists,JEFF the Brotherhood
,,,User: tbd,User: tbd
,,,29-Jul-16,24-Mar-15
,,,Stranger Things,Surrender
,,,62,61
,,,Yuck,Hurts
,,,User: 6.5,User: 7.4
,,,26-Feb-16,9-Oct-15
,,,This Is What the Truth Feels Like,Postcards from Paradise
,,,62,61
,,,Gwen Stefani,Ringo Starr
,,,User: 7.8,User: 6.1
,,,18-Mar-16,31-Mar-15
,,,We're All Somebody from Somewhere,First Kiss
,,,62,61
,,,Steven Tyler,Kid Rock
,,,User: 7.3,User: 2.2
,,,15-Jul-16,24-Feb-15
,,,Requiem for Hell,The Monsanto Years
,,,62,61
,,,Mono,Neil Young
,,,User: tbd,User: 5.8
,,,14-Oct-16,29-Jun-15
,,,Ibifornia,Miley Cyrus & Her Dead Petz
,,,62,60
,,,Cassius,Miley Cyrus
,,,User: tbd,User: 6.9
,,,26-Aug-16,30-Aug-15
,,,Wild Things,What Happens Next
,,,62,60
,,,Ladyhawke,Gang of Four
,,,User: 7.3,User: 6.0
,,,3-Jun-16,24-Feb-15
,,,We Can Do Anything,Non-Fiction
,,,61,60
,,,Violent Femmes,Ne-Yo
,,,User: 6.5,User: 6.5
,,,4-Mar-16,27-Jan-15
,,,Don't You,Smoke + Mirrors
,,,61,60
,,,Wet,Imagine Dragons
,,,User: 7.8,User: 7.6
,,,29-Jan-16,17-Feb-15
,,,Victorious,Jackie
,,,61,60
,,,Wolfmother,Ciara
,,,User: 6.4,User: 6.3
,,,19-Feb-16,4-May-15
,,,These Systems Are Failing,The Buffet
,,,61,60
,,,Moby & the Void Pacific Choir,R. Kelly
,,,User: 7.6,User: 5.7
,,,14-Oct-16,11-Dec-15
,,,Thank You,A Head Full of Dreams
,,,60,60
,,,Meghan Trainor,Coldplay
,,,User: 5.6,User: 6.8
,,,13-May-16,4-Dec-15
,,,The Ride,Happy People
,,,60,59
,,,Catfish and the Bottlemen,Peace
,,,User: 7.2,User: 7.4
,,,27-May-16,9-Feb-15
,,,Everything at Once,The Meth Lab
,,,60,59
,,,Travis,Method Man
,,,User: 7.3,User: 4.6
,,,29-Apr-16,21-Aug-15
,,,All Wet,Title
,,,59,59
,,,Mr. Oizo,Meghan Trainor
,,,User: 7.5,User: 6.1
,,,30-Sep-16,13-Jan-15
,,,Simple Minds Acoustic,Wallflower
,,,59,58
,,,Simple Minds,Diana Krall
,,,User: tbd,User: 6.9
,,,11-Nov-16,3-Feb-15
,,,Heavy Entertainment Show,Venom
,,,59,58
,,,Robbie Williams,Bullet For My Valentine
,,,User: 8.4,User: 7.2
,,,4-Nov-16,14-Aug-15
,,,Stay Together,Chaos and the Calm
,,,59,58
,,,Kaiser Chiefs,James Bay
,,,User: 6.2,User: 7.4
,,,7-Oct-16,24-Mar-15
,,,This Unruly Mess I've Made,Glitterbug
,,,59,58
,,,Macklemore & Ryan Lewis,The Wombats
,,,User: 6.1,User: 6.7
,,,26-Feb-16,14-Apr-15
,,,On My One,Big Love
,,,59,58
,,,Jake Bugg,Simply Red
,,,User: 6.9,User: tbd
,,,17-Jun-16,2-Jun-15
,,,Grasque,Blaster
,,,59,57
,,,Choir of Young Believers,Scott Weiland & the Wildabouts
,,,User: tbd,User: 6.3
,,,19-Feb-16,31-Mar-15
,,,K 2.0,Another Country
,,,58,57
,,,Kula Shaker,Rod Stewart
,,,User: tbd,User: 8.6
,,,12-Feb-16,23-Oct-15
,,,High Anxiety,No Pier Pressure
,,,57,57
,,,Thom Sonny Green,Brian Wilson
,,,User: tbd,User: 7.1
,,,19-Aug-16,7-Apr-15
,,,Songs in the Key of Animals,Heart Blanche
,,,57,57
,,,Benji Hughes,Cee Lo Green
,,,User: tbd,User: 5.4
,,,29-Jan-16,13-Nov-15
,,,Peace Trail,Global
,,,57,57
,,,Neil Young,Todd Rundgren
,,,User: 4.6,User: 7.0
,,,9-Dec-16,7-Apr-15
,,,Khalifa,If I Kill This Thing We're All Going to Eat for a Week
,,,56,56
,,,Wiz Khalifa,Lieutenant
,,,User: 5.0,User: tbd
,,,5-Feb-16,10-Mar-15
,,,Fitz and the Tantrums,Full Speed
,,,56,55
,,,Fitz & the Tantrums,Kid Ink
,,,User: 4.4,User: 4.8
,,,10-Jun-16,3-Feb-15
,,,Operator,Kylie Christmas
,,,55,55
,,,MSTRKRFT,Kylie Minogue
,,,User: tbd,User: 7.0
,,,22-Jul-16,13-Nov-15
,,,Mount Ninji and Da Nice Time Kid,Jekyll + Hyde
,,,55,55
,,,Die Antwoord,Zac Brown Band
,,,User: 6.2,User: 6.1
,,,16-Sep-16,28-Apr-15
,,,Hymns,Déjà-Vu
,,,55,54
,,,Bloc Party,Giorgio Moroder
,,,User: 5.5,User: 6.2
,,,29-Jan-16,12-Jun-15
,,,These People,American Spring
,,,51,54
,,,Richard Ashcroft,Anti-Flag
,,,User: 7.5,User: 5.5
,,,20-May-16,26-May-15
,,,Star Wars Headspace,Wilder Mind
,,,48,54
,,,Various Artists,Mumford & Sons
,,,User: 4.2,User: 5.2
,,,18-Mar-16,4-May-15
,,,Nine Track Mind,HitNRun: Phase One
,,,37,53
,,,Charlie Puth,Prince
,,,User: 4.6,User: 4.3
,,,29-Jan-16,7-Sep-15
,,,,Wiped Out!
,,,,53
,,,,The Neighbourhood
,,,,User: 8.2
,,,,30-Oct-15
,,,,Wake Up!
,,,,52
,,,,Pope Francis I
,,,,User: 5.4
,,,,27-Nov-15
,,,,New Glow
,,,,52
,,,,Matt and Kim
,,,,User: 5.3
,,,,7-Apr-15
,,,,Coming Up for Air
,,,,51
,,,,Kodaline
,,,,User: 3.9
,,,,24-Mar-15
